Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
14171,Assembly,Assembly,Microsoft SQL Server,Oracle,Android,Android,ASP.NET,ASP.NET,Notepad++
14172,HTML/CSS,Go,MySQL,DynamoDB,AWS,AWS,Express,Express,IntelliJ
14173,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Android,Arduino,Angular/Angular.js,Angular/Angular.js,Eclipse
14174,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,Angular/Angular.js,ASP.NET,Notepad++
14176,HTML/CSS,HTML/CSS,MySQL,MySQL,AWS,AWS,jQuery,jQuery,Sublime Text
14178,Java,Python,Microsoft SQL Server,Elasticsearch,Android,Android,Spring,Spring,IntelliJ
14180,HTML/CSS,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14185,Elixir,Dart,MySQL,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14186,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,DynamoDB,Docker,AWS,Angular/Angular.js,Vue.js,Vim
14187,Assembly,Assembly,Microsoft SQL Server,Elasticsearch,Windows,Arduino,jQuery,jQuery,IntelliJ
14188,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Microsoft Azure,Android,ASP.NET,ASP.NET,Notepad++
14189,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Cassandra,Linux,Android,Express,Spring,IntelliJ
14192,Java,Go,PostgreSQL,Elasticsearch,Android,Android,Flask,Flask,Android Studio
14193,Python,JavaScript,PostgreSQL,PostgreSQL,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
14195,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Linux,Docker,Django,Django,IntelliJ
14196,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
14197,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Redis,Redis,IBM Cloud or Watson,Docker,Angular/Angular.js,Angular/Angular.js,Atom
14198,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,AWS,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
14200,Bash/Shell/PowerShell,C++,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
14201,C#,TypeScript,Microsoft SQL Server,Elasticsearch,Google Cloud Platform,Android,Angular/Angular.js,React.js,Visual Studio
14203,Assembly,C,MySQL,Elasticsearch,Linux,Linux,Django,Django,PyCharm
14204,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Oracle,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Notepad++
14206,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Express,Express,Visual Studio Code
14207,C#,HTML/CSS,Microsoft SQL Server,Elasticsearch,Android,Android,Angular/Angular.js,Laravel,Atom
14208,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,IBM Cloud or Watson,AWS,Angular/Angular.js,Django,Notepad++
14209,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,Linux,Android,jQuery,Django,Notepad++
14217,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,AWS,AWS,Angular/Angular.js,React.js,IntelliJ
14218,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,PostgreSQL,Docker,Docker,Express,Express,Visual Studio Code
14219,HTML/CSS,Go,MySQL,MySQL,AWS,AWS,jQuery,Vue.js,Visual Studio Code
14221,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14224,C++,Elixir,Cassandra,Cassandra,Arduino,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14225,HTML/CSS,C#,Microsoft SQL Server,Firebase,Android,Android,jQuery,ASP.NET,Android Studio
14227,Java,JavaScript,Elasticsearch,MySQL,Android,Android,Laravel,Flask,Android Studio
14228,Bash/Shell/PowerShell,C#,Elasticsearch,Elasticsearch,AWS,AWS,Other(s):,Spring,IntelliJ
14229,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,AWS,Vue.js,React.js,Vim
14230,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Atom
14231,C#,HTML/CSS,Cassandra,Oracle,AWS,AWS,jQuery,Angular/Angular.js,IntelliJ
14232,Assembly,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,NetBeans
14234,HTML/CSS,HTML/CSS,MariaDB,MariaDB,MacOS,MacOS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14235,Java,Clojure,SQLite,SQLite,Android,Docker,Spring,Angular/Angular.js,Android Studio
14236,Bash/Shell/PowerShell,HTML/CSS,Elasticsearch,DynamoDB,Android,AWS,jQuery,React.js,PHPStorm
14237,C#,Go,Microsoft SQL Server,Firebase,Microsoft Azure,Android,Angular/Angular.js,React.js,IntelliJ
14239,HTML/CSS,PHP,Elasticsearch,PostgreSQL,Docker,AWS,Laravel,Laravel,PHPStorm
14240,HTML/CSS,Go,MongoDB,Cassandra,Linux,Android,Angular/Angular.js,Django,Atom
14244,HTML/CSS,Go,Elasticsearch,Elasticsearch,Docker,Docker,Flask,React.js,IntelliJ
14247,Assembly,C#,MongoDB,MongoDB,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
14248,HTML/CSS,HTML/CSS,Oracle,Cassandra,Docker,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
14249,C#,C#,Microsoft SQL Server,MongoDB,iOS,Android,Angular/Angular.js,ASP.NET,Notepad++
14250,Assembly,Assembly,Firebase,MongoDB,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
14266,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Docker,Android,jQuery,Angular/Angular.js,Notepad++
14267,C#,C#,Microsoft SQL Server,MongoDB,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Visual Studio
14268,HTML/CSS,Python,PostgreSQL,PostgreSQL,Google Cloud Platform,Android,jQuery,Angular/Angular.js,IntelliJ
14270,Assembly,Bash/Shell/PowerShell,Elasticsearch,Cassandra,Docker,Android,Django,Angular/Angular.js,PHPStorm
14272,Java,Dart,Microsoft SQL Server,Firebase,Android,Android,Flask,Angular/Angular.js,IntelliJ
14275,Bash/Shell/PowerShell,HTML/CSS,Elasticsearch,MariaDB,Docker,Docker,Angular/Angular.js,Express,IntelliJ
14276,Assembly,C++,Elasticsearch,Elasticsearch,Windows,Android,ASP.NET,Angular/Angular.js,Notepad++
14277,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Vim
14278,C#,Java,Microsoft SQL Server,Elasticsearch,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
14280,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
14282,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
14283,Bash/Shell/PowerShell,C#,Firebase,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
14284,Bash/Shell/PowerShell,Kotlin,DynamoDB,PostgreSQL,AWS,AWS,Angular/Angular.js,React.js,IntelliJ
14286,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,DynamoDB,Android,AWS,ASP.NET,Angular/Angular.js,Android Studio
14288,Bash/Shell/PowerShell,Erlang,MariaDB,Elasticsearch,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Sublime Text
14290,C#,C#,Microsoft SQL Server,SQLite,Other(s):,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
14291,Bash/Shell/PowerShell,Python,MariaDB,MariaDB,Android,Android,Django,Django,Notepad++
14295,JavaScript,Go,PostgreSQL,Elasticsearch,Linux,Arduino,Express,Vue.js,Vim
14296,Bash/Shell/PowerShell,HTML/CSS,MariaDB,Redis,Google Cloud Platform,Linux,Flask,Angular/Angular.js,Vim
14297,C++,Elixir,MySQL,PostgreSQL,Linux,Google Cloud Platform,Django,Other(s):,PyCharm
14298,C#,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14302,Bash/Shell/PowerShell,Dart,Cassandra,Elasticsearch,Linux,Android,Spring,Spring,Atom
14304,JavaScript,Elixir,Elasticsearch,Elasticsearch,Heroku,AWS,Angular/Angular.js,React.js,Atom
14306,C#,C#,Firebase,SQLite,MacOS,Windows,jQuery,Angular/Angular.js,Sublime Text
14309,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,Cassandra,Google Cloud Platform,Heroku,Django,Django,IPython / Jupyter
14314,JavaScript,Go,DynamoDB,Elasticsearch,AWS,AWS,Express,Angular/Angular.js,Atom
14316,C#,C#,Oracle,Oracle,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
14317,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Vue.js,IntelliJ
14318,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14319,Bash/Shell/PowerShell,Dart,Firebase,MySQL,Arduino,Android,Express,jQuery,Android Studio
14321,Bash/Shell/PowerShell,Go,Elasticsearch,Couchbase,Docker,Kubernetes,Spring,Other(s):,Emacs
14322,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
14325,Bash/Shell/PowerShell,C#,MariaDB,MariaDB,Windows,Arduino,jQuery,jQuery,IntelliJ
14326,C#,Swift,Microsoft SQL Server,Elasticsearch,iOS,iOS,Angular/Angular.js,Angular/Angular.js,Eclipse
14331,HTML/CSS,HTML/CSS,MariaDB,Firebase,Android,Heroku,Django,Vue.js,Android Studio
14332,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,Heroku,Drupal,Laravel,PHPStorm
14334,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
14335,HTML/CSS,HTML/CSS,Oracle,Oracle,iOS,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14336,HTML/CSS,Dart,Firebase,Firebase,Android,Android,Express,Express,Visual Studio Code
14341,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Sublime Text
14342,JavaScript,Java,DynamoDB,DynamoDB,Android,AWS,React.js,React.js,IntelliJ
14344,Bash/Shell/PowerShell,Go,PostgreSQL,Elasticsearch,Docker,Android,Angular/Angular.js,React.js,Visual Studio Code
14346,Go,Go,Couchbase,PostgreSQL,Android,Docker,Flask,React.js,IntelliJ
14347,SQL,SQL,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
14354,HTML/CSS,JavaScript,Firebase,Firebase,Docker,Docker,Laravel,React.js,PHPStorm
14356,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,Elasticsearch,AWS,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
14358,C#,Bash/Shell/PowerShell,MongoDB,DynamoDB,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
14359,C#,Elixir,Firebase,PostgreSQL,Docker,Google Cloud Platform,Express,Express,IPython / Jupyter
14361,Dart,Dart,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14362,Assembly,C#,Microsoft SQL Server,MariaDB,Android,Android,Angular/Angular.js,Spring,IntelliJ
14367,C,C++,MariaDB,MongoDB,Linux,Android,Angular/Angular.js,Flask,Visual Studio Code
14371,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,AWS,Express,Express,Atom
14372,Bash/Shell/PowerShell,HTML/CSS,MariaDB,PostgreSQL,Docker,Docker,React.js,Angular/Angular.js,Eclipse
14376,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Elasticsearch,Arduino,Docker,ASP.NET,ASP.NET,Notepad++
14377,C#,C#,Microsoft SQL Server,MariaDB,Windows,Linux,Angular/Angular.js,ASP.NET,Notepad++
14378,Bash/Shell/PowerShell,Elixir,Elasticsearch,MySQL,AWS,AWS,Flask,Angular/Angular.js,IPython / Jupyter
14381,Bash/Shell/PowerShell,HTML/CSS,PostgreSQL,PostgreSQL,MacOS,MacOS,Laravel,React.js,Emacs
14382,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Other(s):,Angular/Angular.js,Visual Studio
14383,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Windows,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14384,JavaScript,Dart,MongoDB,Elasticsearch,Docker,AWS,Express,Express,RubyMine
14385,Go,Go,DynamoDB,DynamoDB,MacOS,MacOS,Express,Express,Atom
14387,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Android,Docker,jQuery,React.js,Android Studio
14392,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,jQuery,jQuery,Android Studio
14393,HTML/CSS,HTML/CSS,DynamoDB,PostgreSQL,AWS,AWS,React.js,React.js,RubyMine
14395,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Arduino,Arduino,ASP.NET,ASP.NET,Eclipse
14396,C#,C++,Microsoft SQL Server,Elasticsearch,Android,Linux,ASP.NET,Django,Android Studio
14397,HTML/CSS,Go,Firebase,Elasticsearch,Android,Android,Express,Django,PHPStorm
14398,C#,Dart,Firebase,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14399,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Other(s):,Other(s):,Sublime Text
14400,C++,C++,Couchbase,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14402,C#,C#,Microsoft SQL Server,Cassandra,AWS,AWS,Angular/Angular.js,ASP.NET,IPython / Jupyter
14403,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MariaDB,AWS,Android,jQuery,jQuery,Atom
14408,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Android,Android,Angular/Angular.js,Spring,Android Studio
14409,Bash/Shell/PowerShell,Assembly,Microsoft SQL Server,Microsoft SQL Server,Arduino,Android,ASP.NET,ASP.NET,Notepad++
14410,HTML/CSS,Other(s):,MongoDB,MongoDB,Android,Windows,Django,Other(s):,Notepad++
14411,Bash/Shell/PowerShell,Elixir,PostgreSQL,PostgreSQL,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Vim
14412,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Linux,Linux,Spring,Spring,IntelliJ
14413,Assembly,Assembly,Microsoft SQL Server,Elasticsearch,Arduino,Docker,Flask,Flask,PyCharm
14417,Assembly,Assembly,Microsoft SQL Server,PostgreSQL,Android,Docker,Angular/Angular.js,Flask,Eclipse
14426,C#,JavaScript,MongoDB,MongoDB,Windows,AWS,jQuery,Angular/Angular.js,Sublime Text
14428,Python,Assembly,Elasticsearch,Elasticsearch,MacOS,MacOS,Angular/Angular.js,Django,Coda
14429,Scala,Go,DynamoDB,MySQL,AWS,Google Cloud Platform,Angular/Angular.js,React.js,Atom
14433,C#,C#,Microsoft SQL Server,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
14434,Bash/Shell/PowerShell,HTML/CSS,Microsoft SQL Server,Elasticsearch,Docker,Docker,React.js,React.js,IntelliJ
14437,Java,Java,SQLite,SQLite,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14438,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Redis,Docker,Docker,jQuery,Ruby on Rails,Sublime Text
14440,Bash/Shell/PowerShell,Clojure,MySQL,DynamoDB,AWS,AWS,Ruby on Rails,Express,Emacs
14442,C,C++,MySQL,MySQL,Google Cloud Platform,Android,jQuery,jQuery,Notepad++
14443,HTML/CSS,HTML/CSS,Oracle,Oracle,Docker,Docker,jQuery,jQuery,Visual Studio Code
14445,Objective-C,HTML/CSS,MySQL,MySQL,iOS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14446,HTML/CSS,Java,MySQL,Elasticsearch,AWS,Android,Django,Angular/Angular.js,IPython / Jupyter
14450,Dart,Dart,Microsoft SQL Server,Elasticsearch,Linux,Docker,Express,Express,Visual Studio Code
14455,C++,C#,Microsoft SQL Server,Firebase,Windows,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
14457,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,DynamoDB,Android,Android,Other(s):,Other(s):,Android Studio
14458,Bash/Shell/PowerShell,Assembly,Firebase,Firebase,Android,Android,Django,Django,Android Studio
14461,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,ASP.NET,Angular/Angular.js,Notepad++
14464,Bash/Shell/PowerShell,Erlang,PostgreSQL,PostgreSQL,Docker,Docker,Flask,React.js,IntelliJ
14466,Go,Go,Couchbase,Cassandra,Docker,Google Cloud Platform,Spring,Angular/Angular.js,Emacs
14467,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Elasticsearch,Android,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
14469,C++,TypeScript,Microsoft SQL Server,Elasticsearch,Windows,Android,Angular/Angular.js,React.js,Visual Studio
14470,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,ASP.NET,Angular/Angular.js,Notepad++
14471,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,MacOS,Arduino,React.js,React.js,IntelliJ
14472,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,Heroku,React.js,Express,Visual Studio Code
14473,Go,Go,MySQL,MongoDB,MacOS,Docker,Django,Express,Visual Studio Code
14479,C#,Kotlin,MongoDB,Elasticsearch,iOS,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14480,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,PHPStorm
14483,C#,Go,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,ASP.NET,Notepad++
14484,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,PostgreSQL,Linux,Docker,Express,Express,Vim
14486,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Docker,Angular/Angular.js,Angular/Angular.js,Android Studio
14488,C++,C#,Microsoft SQL Server,DynamoDB,Android,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
14489,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,AWS,AWS,Django,Django,Android Studio
14490,C#,C#,MariaDB,MariaDB,Raspberry Pi,Raspberry Pi,ASP.NET,Angular/Angular.js,Notepad++
14492,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Other(s):,Other(s):,Linux,Linux,Angular/Angular.js,Django,Sublime Text
14497,HTML/CSS,HTML/CSS,PostgreSQL,MariaDB,Linux,Android,jQuery,Django,Eclipse
14500,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Linux,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
14502,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,AWS,Flask,Flask,Vim
14503,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,iOS,Angular/Angular.js,Angular/Angular.js,Atom
14504,Bash/Shell/PowerShell,Go,DynamoDB,DynamoDB,Docker,Docker,Django,Django,IPython / Jupyter
14507,HTML/CSS,JavaScript,MariaDB,PostgreSQL,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
14510,Bash/Shell/PowerShell,Go,Elasticsearch,MySQL,Docker,AWS,Django,Vue.js,Sublime Text
14513,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
14515,Bash/Shell/PowerShell,Go,SQLite,SQLite,AWS,Android,Express,Angular/Angular.js,Atom
14516,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Flask,Eclipse
14518,C#,C#,Microsoft SQL Server,Couchbase,Android,Arduino,ASP.NET,ASP.NET,Notepad++
14520,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,Express,Sublime Text
14522,HTML/CSS,JavaScript,DynamoDB,Elasticsearch,Android,Android,Flask,Flask,IPython / Jupyter
14525,HTML/CSS,Assembly,PostgreSQL,Couchbase,Android,Android,Angular/Angular.js,Express,IntelliJ
14527,HTML/CSS,Dart,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,jQuery,Android Studio
14529,Bash/Shell/PowerShell,C#,MongoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Android Studio
14531,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Android,ASP.NET,Angular/Angular.js,Android Studio
14532,Elixir,Elixir,PostgreSQL,Couchbase,AWS,Docker,Spring,Spring,IntelliJ
14534,C#,Java,MariaDB,MongoDB,Arduino,iOS,Angular/Angular.js,Django,Notepad++
14535,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Arduino,jQuery,jQuery,Coda
14536,C#,Go,MongoDB,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
14538,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,Arduino,ASP.NET,Angular/Angular.js,Atom
14539,HTML/CSS,JavaScript,Oracle,Elasticsearch,Linux,Android,Other(s):,React.js,Eclipse
14541,Bash/Shell/PowerShell,Go,PostgreSQL,Elasticsearch,AWS,AWS,Django,Express,IntelliJ
14542,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,Android,Express,Express,Atom
14546,HTML/CSS,Java,MySQL,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14549,Java,Java,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14551,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Windows,Angular/Angular.js,Angular/Angular.js,PHPStorm
14552,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Android,jQuery,jQuery,Visual Studio Code
14553,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,Android,Android,Angular/Angular.js,React.js,Android Studio
14556,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,AWS,Angular/Angular.js,Spring,IntelliJ
14557,Bash/Shell/PowerShell,C++,Elasticsearch,Cassandra,AWS,Kubernetes,Angular/Angular.js,Angular/Angular.js,IntelliJ
14558,C#,C#,Elasticsearch,Elasticsearch,Microsoft Azure,Microsoft Azure,Angular/Angular.js,ASP.NET,PyCharm
14559,C++,Elixir,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
14561,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
14563,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,DynamoDB,AWS,AWS,ASP.NET,Django,Sublime Text
14565,C#,C#,MariaDB,MariaDB,Windows,Windows,jQuery,ASP.NET,Notepad++
14566,HTML/CSS,HTML/CSS,DynamoDB,PostgreSQL,AWS,AWS,Django,Django,PyCharm
14567,Java,Dart,Elasticsearch,Elasticsearch,Linux,Android,Spring,Other(s):,Android Studio
14569,C,C,Microsoft SQL Server,Cassandra,AWS,Android,ASP.NET,Angular/Angular.js,Visual Studio Code
14571,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,AWS,AWS,React.js,React.js,IntelliJ
14575,Bash/Shell/PowerShell,C,PostgreSQL,PostgreSQL,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Eclipse
14576,C#,F#,Microsoft SQL Server,Microsoft SQL Server,Android,Docker,React.js,Other(s):,Visual Studio Code
14577,C#,C#,Redis,Redis,Microsoft Azure,Microsoft Azure,Vue.js,Vue.js,Visual Studio
14580,HTML/CSS,Go,MariaDB,Cassandra,Docker,Android,jQuery,Angular/Angular.js,PHPStorm
14581,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
14582,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,MacOS,ASP.NET,ASP.NET,Visual Studio
14583,Bash/Shell/PowerShell,Java,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
